id,message,original,genre
206,we are in leogane mathieu abitation 3rd communal section grand riviere we are waiting.,Nou nan leogann abitasiyon matye 3me seksiyon gran riviye nan tann ed nou,direct
207,"We are at the top of Fontamara 43 (area of Carrefour), at the top of the hill named label.. unrecognized characters. We did not get any assistance: water, food, tents, medicine.","Moun nan tet fontamara 43 nan tet mon labela pa jwen anken asistans : dlo, nouriti tant, medicaman.",direct
208,The medicine should be distributed in all the departments ( counties ) because the hospital ( s ). ..,"D MEDIKAMAN YO TA DWE DITRIBYE NAN CHAK DEPATMAN YO, PASKE LOPITAL",direct
209,One thing I am asking the money tranfer offices is for them to open so we can get the money sent to us.,Yon sel bagay map mande biwo transf yo pou yo ouvo pou nou ka jwenn ti kob yo voye pou nou,direct
210,"PLEASE, We are in Nazon, Sylvio Cator street. We need water, food and other truncated","S. V. P, Nou nan Nazon rue sylvio cator nou bezwen dlo, nouriti ak lot",direct
211,"Good morning, to everyone that is listening in Miami and other countries helping. I have my wife and five kids that will starve to death in Haiti if they do not get help. PLease help them! God will bless you!",Bonjou from yo kap kout miami ninpot lot peyi mwen gen madanm avek 5 pitit nap mouri grangou an haiti voye ti d pou nou silvoupl bondie va beniw m,direct
212,"We are in Delmas 95. We need food, water, clothes. Our house was destroyed.",NOU NAN DELMAS 95 JAK TOTO NOU PA JWENN MANJE DLO RAD KAY NOU KRAZ,direct
213,"Good afternoon, we are a group in Bon Repo in Loubens street. We need help in every sense of the word, but nobody is thinking of us. Please do something for us. Bye",bonswa nou se yon ekip nan bonrepo rue loubens e nanbz nou bezwen ed nan tout sans paske nou pa gen peson pou panse ave nou sivouple fe yon gan pou bye,direct
214,"Please help us! We are in Primati Malgro. They gave them stuff but we did not get any. It's like you have to fight get something. We are hungry, thirsty and we are suffering. Please help us!",Tanpri ede nou kote nou ye se nan primati malgr yo bay yon bagay nou pa jwen paske se goumen wap goumen nou grangou pa gen dlo nap soufri tanpri pote no,direct
215,"I know of an internet service in Croix des Bouquets, Falaise Street. The more important would be to open wireless zones for everyone that has laptops",Mwen konnen yon enternet ki ouvri kwadebouke ri falez. Men pi enpotan c ta ouvri de zonn wireless pou tout moun ki gen laptop yo,direct
216,There's a group of people under the rubles at Village Solidarite,"Gen yon pati moun ki sou dekonb nan vilaj solidarite, antre hai",direct
217,I am in Delmas there is a problem with water,Mwen nan delmas m gen pwoblem dlo,direct
218,Send me some minutes for my phone,Voye yon kek minit telefon pou mwen,direct
219,We are at Lycee Philippe Guerrier at les Cayes. We had to leave Port-au-Prince because of the bad odor and conditions of life in the capital. We need help please.,Nou lokalize nou nan lyce Philippe Guerrier aux Cayes nou te oblije kite p-au-p akoz move lodi ak mal lavi kap 2gaje nan kapital la. Nou bezwen kek ti d souple,direct
220,Watch out! This is a warning! There is a bad foul smell coming from the well that is lingering in the area. Near the CHurch of God near the yard of Woolio Nway's house!,ATANSYON! BEZWEN AN IJANS NAN YON SANT KI NAN KRISWA RU AKASYA PWOLONJE ZON LEGLIZ DE DYE BOULA NAN LAKOU KAY MET WOOLIO NWAY.,direct
221,I live in St. Louis. I have some problems. Can take me some place because I have problems in Port au Prince. Thank you for your help!,"MWEN RETE SEN-LWI DINO MWEN NAN DIFIKILTE NAN TOUT SEVIS, SVP METEM ALEZ PASKE MWEN NAN PROBLEM PORT-AU-PRINCE LAN TOU. MESI P0U SEVIS OU",direct
222,There are many people badly wounded who had to go who can not eat.,Gen ampil moun blese grav ki oblije ale en pwovens ki pa ka manje se nan kominn laviktwa,direct
223,Noone has come to visit us in Delmas A1. We need food and water!,Pa janm gen moun ki vizite nou delma. A1 NOU BESOIN MANGE AK DLO,direct
224,go to delmas 1 near goldstar in painson s. a yard - we need help,Delma a1 trouvel nan antre bo goldstar nan lakou painson s. a tanpri pran ka nou,direct
225,"We are in Jean Rabel, we have nothing to eat. Please come to us because we were in Port-au-Prince, we lost everything",Nou nan jan rabel nou pagen anyen pou nou manje tanpri pase we paske nou te port au prans nou pa sove anyen,direct
226,we have a lot of problems at Cap Haitian. The Hospital cannot take anymore people. Come help us please,Nou gen anpil pwoblem nan okap lopital paka pran moun anko vin ede nou stp,direct
227,"I need help rescuing someone under the rubble at the Caraibean University, Delmas 29 #5.",Mwen bzwen pou yo eden pran yon reskape anba dekomb nan inivsite karayib blik delma 29#5,direct
228,"Please, we need humanitarian aid because the Lwes region has been hit badly.",SIL VOU PLE NOU BEZWEN ED IMANITE PASKE DEPATMAN LWES LA FRAPE ANPIL.,direct
229,"Good evening, please come quickly to assist homeless victims who are in village of Morin, section of Taifer, municipality of K-Fou Carrefour. Thank you.","Bonsoir, prire de voler au secours des victimes sans abris qui sont  Morin, section communale de Taifer/commune de K-Fou. Merci",direct
230,"In Cap Haitian there are a lot of problems : lack of food, medication, housing","NAN VIL OKAP GEN ANPIL PWOBLEM, TAN KOU : MANJE, MEDIKAMAN, KEK ABRI,",direct
231,We are asking all United States agents to send money to Cap Haitian too,NAP MANDE TOUT A jAN LES ZETANIUS SE POU YOVOYE AJAN NANCAP HAICIEN TOU,direct
233,"hello my brother and my sister are in jan rabel we dont have anyone with us, if there is something we can do for the population we can do it because we are from port au prince",Bonjou frem avek sem yo non janrabel nou pagen pesonne kap pase avek nou si nou gen yon bagay nou kafe pou popilasyon nou met feli paske nou soti poto p,direct
234,"I am in the town of Jeremie in the Grand'Anse Department. My boyfriend died, I'm 8 months pregnant, I don't have any money. Whatever you can do for me will be a deliverance because 12 January",Nou gen anpil problem nan lziwa paske provizyon alimenti men wote nan pris li ak dyaman fok leta kouri dey moun sa yo,direct
235,"I am with the people in Delmas 33 Z Silo that hit in the head, please send help","Mwen gen yon moun nan Delmas 33 Zn Silo ki frape nan tet, tanpri voye yon kat fe m kado",direct
236,We are from leogane -st mathieu -we need food and water - and shelter because of the rain,Nou rete leyogan rout avni st matye nou bezwen manje dlo ak prela poun ka f kay poun rete paske seren ap fin manje nou svp,direct
237,We just need to send this message to the Organization to support people because they are hungry. They need food and water.,"kontre jounen jodia sitou apre dram ki rive peyia nou voye mesaj sa pou nou mande Oganizasyon an sip pou nou ede moun ki nan grangou, yo pa gen dlo, manje",direct
238,"Good morning to the emergency relief people. We are in the Southern part of the country, area called Gabyon. People do not have food and water. Please we need help.",Bonjou ajan konsene nou yo nou gen nan depatman sid espesyalman sou teren gabyon moun yo pa gen mange menm dlo pou bwe tanpwi sove lavi yo souple mwen se fenol,direct
239,"Im Haitian my husband is alive in Port au Prince my husband lost his work our pay family parts which USA Im not thereas house still remains, my house crushed making something","Mwen se ayisien mari mwen ap viv pot au prince mari m pedi travay li nou pagen pys fanmi ki Etas uni m pa gen kay poum rete, kay mwen kraze fe yon bagay",direct
240,"Good evening, I hope you Keep La Tortue in mind because a lot of people are coming on the island that are wounded, they don't have clothes or food for these people.","Bonswa, mwen swete nou panse a La Tortue, paske gen anpil moun ki antre nan zile a blese, yo pa gen rad pou yo mete sou yo, sitou nouriti pou moun sa yo",direct
241,"We ARE in Port-Margot, in the Northern part of the Country. It is 2hrs driving from Cap-Haitian, We do not have anything to survive. We are dying, please help us.",Nou pa gen anyen pou nou viv kote nou ye la nou nan necessiti nou nan nord du cote de port margot nou bezwen de koi pou nou viv nap mouri ede nou jan no,direct
242,Thanks to our donors for all support.,"ap tre enpotan, mesi pou atansyon tout kolaborati ak distribiti nou yo.",direct
243,"Please, what can you do for us. We do not have anything.","souple w sa na fe pou yo nan ed nap bay yo, mesi deja.",direct
244,"Cannot locate on map, not sure if in Port-au-Prince We need aid nan delma (?) 9 rue de cosquer 16",Nou bezouin aide nan delma 9 rue du cosquer  16,direct
245,We heard that they are giving things out. We didn't get anything to eat or drink. Please bring some aide to carrefour!,Nou tande yo bay thodat majistra taba manje pou pap taba li pa bay yo nou pa gen anyen pou n manje pa gen dlo pote nou sekou nan kafou klsin pa dey,direct
246,"My house is destroyed in Carrefour. My house is destroyed in Port-au-Prince. The money that the government gave me is lost. My children die, but I am not hurt. Please if you can help me protect the house. ...","Kay mwen kraze kafou dif kay mwen kraze potoprens, lajan leta kite nan menm pedi m gen timoun mouri men mwen pa blese si nou te ka fem fav bare kay kaf",direct
247,(missing letter on first. probably t) My entire family would like you all to (obscured by symbol. probably do) do something for me because my livelihood is in Port au Prince,OUT FANMI MWEN MEN MWEN TA RENMEN NOU FE YON BAGAY POU MWEN PASQE PEN COTIDIEN MWEN SE POTOPRENS,direct
249,"people from st suzanne who were in port-au-prince, the students came, they didnt bring any clothes to wear, old students from soeur remembered them thanks soeur ade",Moune sainte suzanne ki te port au prince etidian yo yo vini yo pa pote menm rad pou yo mete ansyen elev lekol kay che soeur sonje yo mesi soeur ade,direct
250,"Good evening! Please, can you help me. Since the earthquake, I left Port-au-Prince, I wonder if you can give me a digicel card so that I can call my family ( parents )",Bonswa silvouple mwen ka edem nan ka sa a depi apre siklne sa a mwen sot pa o prenc mwen pakonn si nou ka fem kado yon kat digicel poum ka rele fanmi m,direct
251,"We are AMACHU, a humanitarian organization working in Delmas 75. We need aid because so many people have no food or water.",Nou se AMACHU kise association moderne appliquee pour le combat humanitaire kap travay nan delma 75 nou bezwen ed pou moun yo paske yo pagen dlo. manje,direct
253,"Medicine and tent needed. We are counting on your assistance, because people are asking us to find this stuff for them. a hot plate of food per day. Thank you.",medikaman ak pwela pou yo pare soley. Nou konte sou asistans nou paske moun yo ap di nou fe demach pou yo paske nou te konn ba yo yon pla cho pajou mesi,direct
254,"Milk, protein, soap, juice, antibiotics, vitamins, sardines, hypotensives, anxiolytics, sleep aids, hypoglycemiants, antiflu, antitussives, anti-aney. .. ",", LAIT, PROTEINE, SAVON, JUS, ANTIBIOTIQUES, VITAMINES, SARDINES, HYPOTENSEURS, ANXIOLITIQUES, SOMNIFERES, HYPOGLYCEMIANTS, ANTIGRIPPAL, ANTI-TUSSIF, ANTI-ANE",direct
255,I thank you for all the good work you're doing in the country. There are a lot of dead people here and a lot of people coming from P-a-P who are here with us in L'Artibonite,"Mwen salue nou, pou bon tray nap fe nan pey a. Mwen gen anpil moune ki viktim bo kote mwen e anpil lot ki soti portauprince ki avek NOU NAN LATIBONITE",direct
256,"I need some medical equipment and food in the area of Fontamara, 43 Place. .. ?",I need some equipement medicals and foods in the area of fontamara 43 place,direct
258,The DDP committee wants to alert the emergency service that they have a lot of people who leave Port-au-Prince to go to TOrbeck - in the Sourthern part of the country. They are without food and money. They are dying for food.,komite a d d p l a ap fe sevis urgence lan konnen gen anpil moun ki vini nan sud nan direksyon torbeck bereaud sans largent sans mange moun yo nan anpil grangou,direct
259,Road off of 200/2 to south of central Leogane. Same road that goes to Sabouce ends at Deslandes. No GPS coordinates available from here.,"Deslandes ( LeoganeHaiti ) de puis le. 12 janv nous sommes prives de : logement, nouriture et eau potable. Nous vous prions de nous aider dans la mesure tout e",direct
